grid_index,domain_value,sr_x,log_p_emp,log_p_fit,residual
317,0.20799439478576121,0.90524727956361395,-1.659449223959758,-1.3937636810805101,-0.26568554287924795
318,0.21999353657645315,0.90571502403151072,-1.658472094709589,-1.3945741030006731,-0.26389799170891592
319,0.2319926783671451,0.90618129991153418,-1.6574607135100532,-1.395440835766526,-0.2620198777435272
320,0.24399182015783705,0.90664611639674542,-1.6564158813778767,-1.3963638793780684,-0.26005200199980827
321,0.25599096194852899,0.90710948259415458,-1.6553386822337988,-1.3973432338353007,-0.25799544839849808
322,0.26799010373922094,0.9075714075257918,-1.6542304609064655,-1.3983788991382227,-0.25585156176824286
323,0.27998924552991289,0.90803190012976054,-1.6530927971977387,-1.3994708752868346,-0.25362192191090416
324,0.29198838732060484,0.90849096926127637,-1.65192747659624,-1.4006191622811361,-0.25130831431510381
325,0.30398752911129678,0.90894862369368856,-1.6507364582697008,-1.4018237601211274,-0.24891269814857342
326,0.31598667090198873,0.90940487211948484,-1.649521840997427,-1.4030846688068086,-0.24643717219061845
327,0.32798581269268068,0.90985972315128349,-1.6482858277218728,-1.4044018883381795,-0.24388393938369335
328,0.33998495448337263,0.91031318532280836,-1.6470306894029929,-1.40577541871524,-0.24125527068775288
329,0.35198409627406413,0.91076526708984928,-1.6457587288514035,-1.4072052599379905,-0.238553468913413
330,0.36398323806475608,0.91121597683120847,-1.6444722451956471,-1.4086914120064307,-0.23578083318921639
331,0.37598237985544802,0.91166532284963264,-1.6431734996079326,-1.4102338749205607,-0.23293962468737184
332,0.38798152164613997,0.9121133133727295,-1.6418646828702699,-1.4118326486803805,-0.23003203418988938
333,0.39998066343683192,0.91255995655387312,-1.6405478853120841,-1.4134877332858899,-0.22706015202619412
334,0.41197980522752387,0.91300526047309338,-1.6392250695909139,-1.4151991287370893,-0.22402594085382455
335,0.42397894701821581,0.91344923313795323,-1.6378980467219746,-1.4169668350339784,-0.22093121168799623
336,0.4359780888089082,0.91389188248441311,-1.6365684556914204,-1.4187908521765571,-0.2177776035148633
